title,count
"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",2
Environmental Modelling and Software,2
Journal of Clinical Neurology (Korea),2
Fact Sheet,2
21st International AIDS Conference (AIDS 2016),2
Journal of Clinical Laboratory Analysis,2
Corrosion Science,2
Customer Needs Solutions,2
BMC Nursing,2
Journal of Advanced Academics,2
Sensors and Actuators: B. Chemical,2
Neurol Neuroimmunol Neuroinflamm,2
World Journal of Surgical Oncology,2
Microfluidics and Nanofluidics,2
ChemistrySelect,2
Frontiers in Bioscience,2
ACM Computing Surveys,2
Ecology of Food and Nutrition,2
Clinics in Colon and Rectal Surgery,2
IEEE Transactions on Aerospace and Electronic Systems,2
British Journal of Rheumatology,2
Critical Reviews in Environmental Science and Technology,2
Journal of Social Policy,2
JMIR Mhealth Uhealth,2
Stata J,2
Molecular Oral Microbiology,2
"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011",2
Cardiovascular Ultrasound,2
Annals of Dyslexia,2
Expert Reviews in Molecular Medicine,2
Journal of Communication Disorders,2
International Journal of Damage Mechanics,2
Autoimmunity,2
Lymphology,2
Chemistry - An Asian Journal,2
A Companion to Romance,2
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,2
Comptes Rendus Physique,2
Journal of Experimental Botany,2
Front. Ecol. Evol.,2
ESMO Open,2
Am. Econ. Rev.,2
Yale Journal of Biology and Medicine,2
Comparative Biochemistry and Physiology -- Part A: Physiology,2
Clinical Otolaryngology and Allied Sciences,2
Urban Review,2
Biochemistry (Moscow),2
Nonlinear Processes in Geophysics,2
Modern Physics Letters A,2
"Ottoman Borderlands: Issues, Personalities, and Political Changes",2
Bulletin of the American Astronomical Society,2
Theoretical Kinematics,2
Analyst,2
Computers and Mathematics with Applications,2
Small Gtpases,2
Surf. Sci.,2
Pediatric and Developmental Pathology,2
J. Political Econom,2
Health Services and Outcomes Research Methodology,2
Principles of Nutritional Assessment,2
Kolloid-Zeitschrift & Zeitschrift für Polymere,2
Functional Analysis,2
RAND Journal of Economics,2
American Journal of Speech-Language Pathology,2
Journal of Bone Oncology,2
Computers in Cardiology,2
Rational Kinematics,2
Clinical Drug Investigation,2
Scholarpedia J,2
Journal of the American Veterinary Medical Association,2
Computers and Fluids,2
J. Mar. Res.,2
Obesity Research,2
Catalysis Communications,2
Annals of Probability,2
Proceedings of the London Mathematical Society,2
Communications in Theoretical Physics,2
Journal of Reading,2
Optica Acta,2
FEMS Immunology and Medical Microbiology,2
Advances in High Energy Physics,2
Microbial Ecology,2
Archives of Cardiovascular Diseases,2
Journal of Propulsion and Power,2
Molecular marine biology and biotechnology,2
Finance and Stochastics,2
IEEE Transactions on Haptics,2
Handbook of religion and health,2
"Journal of Aggression, Maltreatment and Trauma",2
TheScientificWorldJournal [electronic resource],2
Electromagnetic Theory,2
Hand,2
Helgoländer Meeresuntersuchungen,2
Negative Binomial Regression,2
Paleobiology,2
NeuroToxicology,2
Scientific World Journal,2
Computer,2
Am J Infect Control,2
Introduction to statistical mediation analysis,2
Rejuvenation Research,2
Seminars in Immunology,2
Lasers in Medical Science,2
The Oxford Handbook of Animal Ethics,2
Survey Practice,2
Journal of Rural Health,2
American journal of obstetrics and gynecology,2
"IARC monographs on the evaluation of carcinogenic risks to humans / World Health Organization, International Agency for Research on Cancer",2
Evaluation Review,2
Psychonomic Bulletin & Review,2
Advanced Emergency Nursing Journal,2
International Journal of Clinical Pharmacy,2
Frontiers in Public Health,2
Journal of Optics,2
Stata Statistical Software: Release 12,2
Singapore Medical Journal,2
European Journal of Cognitive Psychology,2
Time,2
Chin J Cancer,2
Industrial Robot,2
Developmental Neuroscience,2
JChPh,2
Annual Review of Financial Economics,2
Cancer Journal,2
The New England journal of medicine,2
Lipids in Health and Disease,2
Geoderma,2
Frontiers in Neuroanatomy,2
Annals of Clinical Biochemistry,2
Origins of Life,2
Handbook of Psychocardiology,2
Journal of Conflict Resolution,2
Journal of Pediatric Health Care,2
"Psychological Trauma: Theory, Research, Practice, and Policy",2
Medical Principles and Practice,2
Archive of Applied Mechanics,2
Applied Mathematics and Computation,2
Am. Math. Mon.,2
International Journal of Obstetric Anesthesia,2
Journal of Assisted Reproduction and Genetics,2
Neighborhoods and Health,2
Performance of CMS muon reconstruction in pp collision events at √ s=7 TeV,2
Physiol Zool,2
Theoretical and Mathematical Physics,2
Grad. Texts Math.,2
International Journal of Environmental Science and Technology,2
Indian Journal of Clinical Biochemistry,2
ChemElectroChem,2
Jean Bodin: Actes du Congrès International de Munich,2
Rev Fac Nac Salud Pública,2
Journal of Cardiopulmonary Rehabilitation,2
Infectious Diseases Society of America Website,2
Australian Critical Care,2
Physica B: Physics of Condensed Matter,2
Organic and Biomolecular Chemistry,2
Society and Natural Resources,2
Redox Biology,2
Journal of Comparative Effectiveness Research,2
Journal of Diabetes Investigation,2
International Journal of Health Policy and Management,2
Scientometrics,2
American Journal of Therapeutics,2
Journal of the National Cancer Institute. Monographs,2
Hematology / the Education Program of the American Society of Hematology. American Society of Hematology. Education Program,2
Motivational interviewing,2
Hydrocarbon Processing,2
"Journal of Aerosol Medicine: Deposition, Clearance, and Effects in the Lung",2
Acta Paediatr,2
Andean Past,2
Physiotherapy,2
Journal of Cardiac Surgery,2
Socio-Economic Planning Sciences,2
Am J Sci,2
Digestive and Liver Disease,2
International Journal for Uncertainty Quantification,2
J Biol Chem,2
Clinical and Translational Allergy,2
"2010 Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC'10",2
Journal of Otolaryngology - Head and Neck Surgery,2
The Journal of Membrane Biology,2
Mental Health in Family Medicine,2
Annals of Human Genetics,2
DHS Analytical Studies,2
"Allergy, Asthma and Clinical Immunology",2
Am. J. Sociol.,2
Nursing and Health Sciences,2
Open Democracy,2
Theoretica Chimica Acta,2
Advances in Quantum Chemistry,2
Journal of Applied Gerontology,2
Children's Health Care,2
Catalysis Reviews,2
Revista de Neurologia,2
Rorschach research exchange and journal of projective techniques,2
Journal of Toxicology and Environmental Health - Part B: Critical Reviews,2
CNS Spectrums,2
Astronomy and Computing,2
Ophthalmology Clinics of North America,2
Topics in Catalysis,2
Clinical Respiratory Journal,2
Diabetology and Metabolic Syndrome,2
Toxicology and Industrial Health,2
The Journal of neuroscience : the official journal of the Society for Neuroscience,2
Frontiers in Endocrinology,2
Molecular Genetics and Metabolism,2
Financial Analysts Journal,2
New Directions for Evaluation,2
"ASP Conf. Ser. 101, Astronomical Data Analysis Software and Systems v",2
National Hospital Ambulatory Medical Care Survey: 2010 Emergency Department Summary Tables,2
Environ. Health Perspect.,2
Ophthalmic Research,2
Obstet Gynecol,2
Journal of Philosophy,2
Clinics,2
Journal of Safety Research,2
Cad Saude Publica,2
Nature Clinical Practice Neurology,2
Public health reports,2
Journal of Geophysical Research: Biogeosciences,2
Zeitschrift fur Gerontologie und Geriatrie,2
BMC Medical Imaging,2
Geophysics,2
Clinical Research in Cardiology,2
Progress in Nucleic Acid Research and Molecular Biology,2
Annals of Translational Medicine,2
Critical Care Clinics,2
Health and Social Care in the Community,2
Utilities Policy,2
Language and Cognitive Processes,2
Surgical Oncology,2
Relevé épidémiologique hebdomadaire / Section d'hygiène du Secrétariat de la Société des Nations = Weekly epidemiological record / Health Section of the Secretariat of the League of Nations,2
The British journal of psychiatry : the journal of mental science,2
American Journal of Health-System Pharmacy,2
Appl. Opt.,2
Perspectives on Politics,2
American Journal of Physiology,2
Therapeutic Advances in Gastroenterology,2
Surgery Today,2
Angiology,2
European Neurology,2
ChemCatChem,2
Journal of Criminal Justice,2
"2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC 2014",2
Journal of Adolescent and Adult Literacy,2
"47th AIAA Fluid Dynamics Conference, 2017",2
Southwestern Historical Quarterly,2
Chinese Journal of Lung Cancer,2
Biochemical Engineering Journal,2
Internal and Emergency Medicine,2
"Minutes of the Meeting of the Metropolitan Section Held at Columbia University, New York, 1945",2
Journal of Clinical Periodontology,2
"IEEE Biomedical Circuits and Systems Conference: Engineering for Healthy Minds and Able Bodies, BioCAS 2015 - Proceedings",2
Journal of human ergology,2
Women's Health,2
Journal of Clinical and Diagnostic Research,2
Current Population Survey,2
Journal of Simulation,2
Quaternary Research,2
"Journal of Cachexia, Sarcopenia and Muscle",2
Proc. R. Soc. Lond.,2
The Journal of Early Adolescence,2
Journal of Clinical Immunology,2
MMWR Morb Mortal Wkly Rep,2
ACS Symp. Ser.,2
AIP Conf. Proc.,2
Nutricion Hospitalaria,2
Family Process,2
Criminal Justice Policy Review,2
University of Chicago Law Review,2
Bioorganic and Medicinal Chemistry Letters,2
The Recurrent and Superior Laryngeal Nerves,2
IEEE Transactions on Cybernetics,2
Biological Research for Nursing,2
WHO,2
Journal de Theorie des Nombres de Bordeaux,2
Data Mining: Concepts and Techniques,2
Hematology,2
General Physiology and Biophysics,2
MPA Management Effectiveness Assessment Tool (MEAT),2
Cancer Microenvironment,2
Journal of Medical Primatology,2
The American Journal of Sports Medicine,2
Neuromodulation,2
Comunicar,2
Journal of Laparoendoscopic and Advanced Surgical Techniques,2
Turbulent flows,2
"Psychology, Public Policy, and Law",2
Journal of Bioenergetics and Biomembranes,2
Experimental Dermatology,2
Blood Purification,2
"Applied Physiology, Nutrition and Metabolism",2
J Grad Med Educ.,2
Instrument Science Report ACS 2004-01,2
Mineral–Water Interface Geochemistry,2
"Proceedings - 4th Conference of the European Society for Fuzzy Logic and Technology and 11th French Days on Fuzzy Logic and Applications, EUSFLAT-LFA 2005 Joint Conference",2
SOMA 2010 - Proceedings of the 1st Workshop on Social Media Analytics,2
"20th Americas Conference on Information Systems, AMCIS 2014",2
Energies,2
Clinical and Translational Imaging,2
Mol Psychiatry,2
Kaiser Family Foundation,2
Applied longitudinal analysis,2
IEEE Computer Graphics and Applications,2
Guardian,2
Journal of Knee Surgery,2
Social Service Review,2
Cah. Topol. Géom. Différ. Catég.,2
Advances in Anatomic Pathology,2
Alzheimers Dement,2
BMJ Supportive and Palliative Care,2
Rhinology,2
Current Opinion in Pulmonary Medicine,2
Evidence-based Complementary and Alternative Medicine,2
Matrix Analysis,2
Proceedings of the International Joint Conference on Neural Networks,2
Dissertation Abstracts International: Section A. Humanities and Social Sciences,2
Annals of Thoracic Medicine,2
"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",2
Future Cardiology,2
"Proceedings - IEEE International Conference on Data Mining, ICDM",2
Indiana Univ. Math. J,2
Astrophys. J. Suppl. Ser.,2
Nursing standard (Royal College of Nursing (Great Britain) : 1987),2
IEEE Transactions on Neural Networks and Learning Systems,2
Annu. Rev. Condens. Matter Phys.,2
J. Atmos. Sci.,2
Clinical Linguistics and Phonetics,2
Chinese Science Bulletin,2
Applied Radiation and Isotopes,2
Zentralblatt für Chirurgie,2
Proc. R. Soc. A,2
Wisconsin Medical Journal,2
Vaccines for Enteric Diseases,2
BioScience,2
Statistics with Confidence,2
Immunotherapy,2
Clinical Practice in Pediatric Psychology,2
Reviews in Mineralogy and Geochemistry,2
Journal of Experimental Psychology,2
Government Information Quarterly,2
British Journal of Addiction,2
Journal of Advances in Modeling Earth Systems,2
Frontiers in Ecology and Evolution,2
International Journal of Vascular Medicine,2
Mobile DNA,2
Natural Hazards,2
Communications in Applied Mathematics and Computational Science,2
International Review of Psychiatry,2
Behavior Modification,2
AIDS and behavior,2
Hydrological Sciences Journal,2
Health affairs (Project Hope),2
Clin Gastroenterol Hepatol,2
Inflammation and Allergy - Drug Targets,2
Adv. Funct. Mater.,2
Climate Change 2013 the Physical Science Basis: Working Group I Contribution to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change,2
Postgraduate Medicine,2
ImageJ,2
Influenza and other Respiratory Viruses,2
Justice Quarterly,2
Sociometry,2
Expert Opinion on Therapeutic Patents,2
Institute for Health Metrics and Evaluation,2
Cancer Treatment Reports,2
"Conformal field theory, Graduate Texts in Contemporary Physics",2
Canadian journal of civil engineering,2
Cities Environ.,2
F1000 Biology Reports,2
Voluntary Medical Male Circumcision In-service Communication: Best Practices Guide,2
Wilderness and Environmental Medicine,2
Food Policy,2
Applied Logistic Regression,2
International Materials Reviews,2
Journal of Applied Electrochemistry,2
Rural education and training in the new economy: The myth of the rural skills gap,2
Journal of Agricultural and Environmental Ethics,2
Nutritional Epidemiology,2
COPD: Journal of Chronic Obstructive Pulmonary Disease,2
Cytoskeleton,2
Current Diabetes Reviews,2
International Journal of Remote Sensing,2
Eur. J. Inorg. Chem.,2
Alzheimer's and Dementia: Translational Research and Clinical Interventions,2
Naval Research Logistics Quarterly,2
Ocean Modelling,2
Arguments for consuming animal products,2
BMC Ophthalmology,2
Camb. J. Math.,2
Journal of Electromyography and Kinesiology,2
Ultrasound Quarterly,2
Physiological Reports,2
Ann. Math. Stat.,2
Digestion,2
Journal of Photochemistry and Photobiology B: Biology,2
Journal of Geophysical Research A: Space Physics,2
Global Spine Journal,2
Journal of Neuroimmune Pharmacology,2
Applied Neuropsychology,2
Journal of European Social Policy,2
Clinical Neurosurgery,2
